,text,search_term,related,sentiment1,sentiment2,sentiment3
5492,"In an effort to prevent coronavirus spreading, Starbucks is no longer allowing you to use personal mugs (don't worry, you'll still get your discount) ",Starbucks,1.0,-1.0,0.0,0.0
5496,"Starbucks is expecting significantly lower sales in its Chinese stores in the second quarter because of coronavirus. Now, it estimates a 50% decline, and a hit of between $400 million to $430 million to its revenue in China vs. earlier expectations.",Starbucks,1.0,0.5,-1.5,-2.0
5502,Starbucks will close all its cafes in the U.S. but remain open for delivery and drive-through customers ,Starbucks,1.0,0.5,-0.5,-1.0
5503,Starbucks says it's removing seating in its locations in the U.S. and Canada to promote social distancing ,Starbucks,1.0,0.5,0.0,-0.5
5506,"A union has accused HMSHost, a travel food service company that has long operated Starbucks and other coffee shops in airports across the U.S., of discriminating against immigrant, transgender and black baristas ",Starbucks,1.0,0.5,-1.0,-1.0
5507,"Stocks making the biggest moves after hours: RH, Domino's Pizza, Marathon Oil &amp; more ",Marathon Oil,1.0,1.0,0.0,1.0
5508,"Stocks making the biggest moves after hours: Stitch Fix, Vail Resorts, Marathon Oil and more ",Marathon Oil,1.0,1.0,0.0,1.0
5512,Indian yoga guru and entrepreneur Baba Ramdev's claim that he found an ayurvedic remedy that would help ward off coronavirus angers health professionals ,BABA,0.0,1.0,0.0,0.0
5514,Chinese e-commerce giant takes aim at rival leader Alibaba in cloud as China market heats up ,Alibaba,1.0,1.0,0.0,0.0
5515,The SARS epidemic threatened Alibaba's survival in 2003—here's how it made it through to become a $470 billion company. (via @CNBCMakeIt),Alibaba,1.0,-1.0,0.0,0.0
5517,Alibaba's payment affiliate buys a stake in Swedish fintech start-up Klarna ,Alibaba,1.0,-1.0,0.5,0.5
5518,China's giants from Alibaba to Tencent ramp up health tech efforts to battle coronavirus ,Alibaba,1.0,1.0,0.0,0.0
5519,Get your Monday Asia-Pacific #COVID19 news by one click:,Alibaba,1.0,1.0,0.0,0.0
5526,"Aliyun, Alibaba's Cloud computing subsidiary, starts to provide free genetic computing service to virus research institutions worldwide. #FightVirus",Alibaba,1.0,1.0,0.0,0.0
5527,"IKEA opens flagship store on Alibaba's Tmall, the first-ever online official flagship store on a third-party platform ",Alibaba,1.0,1.0,0.0,0.0
5529,Alibaba's Jack Ma is sending boxes of coronavirus test kits and masks to the U.S. ,Alibaba,1.0,1.0,0.0,0.5
5532,Chinese AI tools from tech giants like Alibaba make it easier to scrub online content—and anyone can buy them ,Alibaba,1.0,1.0,0.0,0.0
5533,Singapore-based Lazada's latest coronavirus measures have led to widespread anger among staff and illustrate how Alibaba’s business practices have sometimes played poorly abroad and hindered its overseas ambitions ,Alibaba,1.0,0.5,-0.5,-0.5
5534,"At Alibaba's Lazada, staff are furious over demands they submit health reports daily and other coronavirus-prevention steps seen as too invasive, highlighting a long-running culture clash with management from China ",Alibaba,1.0,1.0,-0.5,-0.5
5537,"At Alibaba's Lazada, coronavirus measures become the latest culture conflict ",Alibaba,1.0,1.0,-0.5,-0.5
5543,China's Alibaba to offer $144 million in subsidies as shopping suffers,Alibaba,1.0,1.0,0.0,0.5
5551,Citigroup hires Loretta Ko to head financial institution group ,KO,0.0,1.0,0.0,0.0
5553,“The supply chain is creaking around the world.” Coca-Cola CEO James Quincey describes the “flash points” he’s seeing as the coronavirus pandemic hits the company's supply chain. ,Coca-Cola,1.0,-1.0,0.0,-1.0
5554,Coca-Cola CEO says supply chain is 'creaking around the world' due to coronavirus ,Coca-Cola,1.0,1.0,0.0,-1.0
5555,"Warren Buffett is working from home and ""drinking a little more Coca-Cola"" amid coronavirus restrictions. (via @CNBCMakeIt)",Coca-Cola,0.0,1.0,0.0,0.0
5556,Coca-Cola withdraws 2020 outlook amid coronavirus pandemic,Coca-Cola,1.0,1.0,-0.5,-0.5
5560,"PepsiCo made its biggest bet in the energy drinks market with a $3.9 billion deal to buy Rockstar Energy Beverages, opening a new front in its long-running battle with Coca-Cola",Coca-Cola,1.0,1.0,-0.5,0.0
5562,"McDonald's, Coca-Cola, Audi and Volkswagen are just a few of the corporations that are redesigning their logos with a ""social distancing"" theme. ",Coca-Cola,1.0,1.0,0.0,0.0
5564,"Boeing and other Dow stocks look attractive but 'that's really the problem,' warns trader $BA $AXP $GS $XOM $CVX (via @TradingNation)",XOM,1.0,1.0,-0.5,-0.5
5565,"BP, Exxon Mobil, Kinder Morgan, Motiva Enterprises and Royal Dutch Shell have told non-essential staff to work from home starting Monday to help curb the spread of coronavirus. ",Exxon Mobil,1.0,1.0,0.0,0.0
5567,ExxonMobil 'tried to get European Green Deal watered down' ,Exxon Mobil,1.0,1.0,-0.5,-0.5
5568,"Stocks making the biggest moves midday: Big Lots, H&R Block, Exxon Mobil &amp; more ",Exxon Mobil,1.0,1.0,0.0,1.0
5570,World Bank accused over ExxonMobil plans to tap Guyana oil rush ,Exxon Mobil,1.0,0.0,-1.0,-1.0
5574,"#Iraq’s exiled Jewish community is closely watching the anti-government movement. Linda Menuhin, the Arabic Digital Media Consultant at the #Israeli MFA tells @MEastMatters' @SanamF24: “there are great expectations that one day Jewish people will return to rebuild Iraq”.",MFA,1.0,1.0,0.0,0.0
5579,JetBlue is trying to hold onto its quirky culture while succeeding at the balancing act all airlines face: keeping investors and passengers happy. ,JetBlue,1.0,1.0,0.0,0.0
5583,"JetBlue says the infected passenger flew on the plane despite ""knowing he was awaiting results for a coronavirus test"" and didn't disclose this to any airline officials. The passenger, the airline said, is permanently barred from all JetBlue flights. ",JetBlue,1.0,-1.0,0.0,0.0
5584,"NEW: Port Authority: ""JetBlue immediately commenced additional cleaning of the Gate 7 area...and any other area the passenger went through based on security camera footage.""",JetBlue,1.0,1.0,0.0,0.0
5592,"Delivery man fired for spitting on package, Amazon confirms ",Amazon,1.0,-1.0,0.0,-0.5
5596,Man delivering Amazon products filmed 'spitting on packages' before dropping them off ,Amazon,1.0,-1.0,0.0,-0.5
5597,Is Amazon still delivering in the UK? ,Amazon,1.0,1.0,0.0,0.0
5612,YouTube and Amazon Prime join Netflix by reducing streaming quality ,Amazon,0.0,0.5,0.0,0.0
5614,Amazon suspends grocery delivery due to 'high order volumes' ,Amazon,1.0,1.0,0.0,0.0
5618,Amazon warehouse workers demand better conditions and shorter hours amid coronavirus outbreak ,Amazon,1.0,1.0,-0.5,-0.5
5619,Amazon suspends all warehouse shipments except medical supplies and ‘high-demand’ products ,Amazon,1.0,0.5,-0.5,0.0
5625,Amazon sells out of toilet paper ,Amazon,1.0,1.0,0.0,0.0
5626,Amazon and eBay clamp down on sanitiser hoarders making thousands from coronavirus fears ,Amazon,1.0,0.5,-0.5,0.0
5627,Amazon sells out of essential items amid Covid-19 panic buying,Amazon,1.0,1.0,0.0,0.0
5631,10 best weighted blankets according to Amazon reviews,Amazon,0.0,1.0,0.0,0.0
5632,The 39 best Amazon Prime and Netflix UK shows to watch while you’re self-isolating,Amazon,0.0,1.0,0.0,0.0
5634,"Amazon rainforest could collapse in 50 years, scientists claim",Amazon,0.0,-1.0,0.0,0.0
5635,Amazon employee tests positive for coronavirus in Seattle ,Amazon,1.0,0.0,-0.5,-0.5
5641,Teenage ‘bomb maker’ bought IED supplies off AMAZON for Pulwama terror attack that killed 40 &amp; nearly triggered India-Pakistan war,Amazon,1.0,0.0,-0.5,-1.0
5642,"#Amazon burning in 2019 was bad, but nowhere near as apocalyptic as #MSM would have us believe",Amazon,0.0,-1.0,0.0,0.0
5643,Bolsonaro government thanked Johnson for Amazon fire support ,Amazon,0.0,1.0,0.0,0.0
5644,Jeff Bezos sold $3.4bn of Amazon stock just before Covid-19 collapse,Amazon,1.0,1.0,-2.0,-2.0
5649,Amazon flooded with self-published coronavirus books ,Amazon,1.0,1.0,0.0,0.0
5655,Amazon to cease shipping non-essential items to France and Italy ,Amazon,1.0,-1.0,0.0,-0.5
5663,"Here's what you need to know in coronavirus news today. “Trump extends social distancing, Amazon workers strike, and more” ",Amazon,1.0,0.0,-0.5,-0.5
5664,"Amazon warehouse workers at a fulfillment center in Staten Island, known as JFK8, are planning to walk out today.",Amazon,1.0,1.0,0.0,0.0
5672,"Amazon slams Pentagon's approach to fix messy $10 billion JEDI cloud contract, new court docs show",Amazon,1.0,1.0,0.0,0.0
5675,Amazon gives part-time warehouse workers paid time off after a group of them fought for it ,Amazon,1.0,1.0,0.0,0.0
5677,Amazon will deliver and pick up test kits being issued by a new coronavirus program in Seattle ,Amazon,1.0,1.0,0.0,0.0
5679,"Third-party sellers on Amazon are still shipping expired food — four months after we first reported the problem. So how does expired food end up on Amazon, and what’s being done to stop it from happening? ",Amazon,1.0,1.0,0.0,0.0
5680,Read the memo Jeff Bezos sent to Amazon employees about coronavirus safety at warehouses ,Amazon,1.0,1.0,0.0,0.0
5681,Amazon doubles overtime pay for warehouse workers as demand rises due to coronavirus ,Amazon,1.0,1.0,0.0,1.0
5682,"The rapid spread of COVID-19 is keeping people indoors, causing a surge in online shopping that's delaying Amazon deliveries and hurting business for third-party sellers.",Amazon,1.0,1.0,-0.5,0.5
5684,"New for subscribers: Amazon is likely to hold on to its market share gains after the pandemic, Oppenheimer says ",Amazon,1.0,-1.0,1.0,1.0
5688,Amazon Prime Pantry temporarily closes as online shopping surges amid coronavirus outbreak ,Amazon,1.0,-1.0,0.5,1.0
5691,Amazon warehouse worker in New York tests positive for the coronavirus ,Amazon,1.0,0.0,-0.5,-0.5
5694,Amazon sellers brace for layoffs and worse after coronavirus-related products get priority ,Amazon,1.0,1.0,-0.5,-0.5
5699,Amazon prioritizes household staples and medical supplies from merchants amid coronavirus outbreak ,Amazon,1.0,1.0,0.0,0.0
5704,Amazon CEO Jeff Bezos shares the career advice he gives his kids. (via @CNBCMakeIt),Amazon,1.0,1.0,0.0,0.0
5705,Amazon says it's out of stock of household items due to coronavirus demand ,Amazon,1.0,1.0,0.0,0.0
5708,"Amazon looks to tap into India's growing market, but the retail giant faces regulatory challenges and steep competition from Walmart. ",Amazon,1.0,0.5,-0.5,-0.5
5710,Government lawyers ask DoD to reconsider decision to give Microsoft $10 billion contract over Amazon,Amazon,1.0,1.0,-0.5,-0.5
5712,Returns can be a major headache and create billions of pounds of waste. Here’s how Amazon is redefining the return process. ,Amazon,1.0,-1.0,0.0,0.0
5717,Amazon launches $25 million relief fund for delivery drivers and seasonal employees amid coronavirus outbreak,Amazon,1.0,1.0,0.0,0.0
5719,Amazon's cashierless checkout technology coming to Newark Airport ,Amazon,1.0,0.5,0.0,0.0
5725,Amazon tells employees in New York and New Jersey to work from home as coronavirus spreads ,Amazon,1.0,1.0,0.0,0.0
5727,"AutoZone sells almost anything you would need to fix, maintain or improve your car. Its staff is trained to help answer highly-specific questions about auto maintenance. That’s something e-commerce giants like Amazon just can’t compete with. ",Amazon,1.0,1.0,-0.5,-0.5
5728,Amazon starts selling cashierless checkout technology to other retailers ,Amazon,1.0,1.0,0.0,0.0
5729,"Coronavirus live updates: Amazon won't dock warehouse workers' pay, US politicians self-quarantine ",Amazon,1.0,1.0,0.0,0.0
5730,Amazon won't dock warehouse workers for missing shifts during coronavirus crisis ,Amazon,1.0,1.0,0.0,0.0
5731,Amazon adjusts attendance policy for warehouse workers amid coronavirus outbreak ,Amazon,1.0,1.0,0.0,0.0
5732,"Take a look inside Amazon's first full-size, cashierless grocery store. ",Amazon,1.0,1.0,0.0,0.0
5733,"Same-day and next-day delivery services offered by the likes of Amazon, Instacart and Walmart are experiencing delays in some areas of the country as shoppers stock up on items in light of the coronavirus outbreak. ",Amazon,1.0,1.0,0.0,0.0
5738,Amazon removes hundreds of thousands of 'high-priced offers' amid coronavirus price gouging ,Amazon,1.0,-1.0,0.0,0.0
5739,Amazon is secretly working on a cure for the common cold ,Amazon,1.0,1.0,0.0,0.5
5742,"Amazon, other delivery services hit with delays as online shopping surges amid coronavirus outbreak ",Amazon,1.0,1.0,0.0,0.5
5753,"How do you compete with companies as giant and well-known as Amazon and Walmart? Just ask Kroger, America's biggest grocer. ",Amazon,0.0,1.0,0.0,0.0
5754,Q&A: Amazon's 'Making the Cut' is the show @heidiklum and @TimGunn always wanted to make,Amazon,0.0,-1.0,0.0,0.0
5755,What's coming to Amazon Prime Video in April 2020?,Amazon,0.0,1.0,0.0,0.0
5758,"Canadian couple made over $70,000 reselling Lysol wipes on Amazon at inflated prices",Amazon,0.0,1.0,0.0,0.0
5767,Amazon announces it will raise overtime pay as workers try to meet rapidly growing demand fueled by coronavirus lockdowns ,Amazon,1.0,1.0,0.0,0.5
5768,"With online shopping spiking, Amazon raises overtime pay ",Amazon,1.0,1.0,0.0,0.5
5770,There are fears remote indigenous communities could be decimated by the #coronavirus after a doctor working with an Amazon tribe was confirmed to have the disease ,Amazon,0.0,-1.0,0.0,0.0
5771,Coronavirus: Fears for indigenous tribes after doctor in Amazon tests positive ,Amazon,0.0,-1.0,0.0,0.0
5784,Some traders on Amazon and eBay are being accused of profiteering from coronavirus fears by selling bottles of hand sanitiser at hugely inflated prices ,Amazon,1.0,1.0,-0.5,-0.5
5786,Coronavirus: Some traders selling hand gel for £120 on Amazon,Amazon,0.0,1.0,0.0,0.0
5789,"FT Exclusive: Amazon has confirmed two new cases of coronavirus in the US, but said it will not close the affected facilities — in Michigan and Oklahoma — as it strains to handle increased demand ",Amazon,1.0,1.0,0.0,-0.5
5790,FT Exclusive: The UK government has approached Amazon and other companies about using their services to increase urgently the delivery of coronavirus tests to frontline health and social care workers ,Amazon,1.0,1.0,0.0,0.0
5795,Amazon has extended a free shipping offer to Palestinians in the occupied West Bank after an FT investigation found that a promotion applying to Israeli customers in the region did not include their Palestinian neighbours ,Amazon,1.0,1.0,0.0,0.0
5800,Who needs crisis government when you’ve got Amazon to keep things running? | John Naughton ,Amazon,0.0,1.0,0.0,0.0
5803,Amazon is using coronavirus to expand its power – and not for the greater good | Julia Carrie Wong ,Amazon,1.0,0.0,0.5,0.5
5804,The isolated tribes at risk of illness from Amazon missionaries ,Amazon,0.0,-1.0,0.0,0.0
5807,Amazon bans sale of most editions of Adolf Hitler’s Mein Kampf ,Amazon,1.0,-1.0,0.0,0.0
5808,Amazon to open store without checkouts in UK ,Amazon,1.0,1.0,0.0,1.0
5809,'Project of death': alarm at Bolsonaro's plan for Amazon-spanning bridge ,Amazon,0.0,-1.0,0.0,0.0
5810,How to work from home: don’t accept your neighbours’ Amazon packages | Rhiannon Lucy Cosslett ,Amazon,0.0,1.0,0.0,0.0
5815,"Amazon is not accepting new products to its warehouse service except household staples, medical supplies and other high-demand items through April 5, according to an announcement obtained by @NBCNews.",Amazon,1.0,0.5,-0.5,-0.5
5821,Amazon to stop non-essential sales in India. ,Amazon,1.0,0.5,-0.5,-0.5
5822,Amazon stops receiving non-essential products amid #coronavirus outbreak. ,Amazon,1.0,0.5,-0.5,-0.5
5823,Man Bought Chemicals On Amazon To Make Bomb For Pulwama Attack: Report ,Amazon,1.0,1.0,-0.5,-0.5
5832,"The new outbreaks at Amazon’s U.S. facilities come days after the online retail giant announced plans to hire 100,000 new workers to help cope with the flood of orders that have clogged its system",Amazon,1.0,1.0,-0.5,-0.5
5833,"The U.S. coronavirus outbreak has spread to at least six Amazon warehouses, infecting workers racing to deliver massive volumes of packages ",Amazon,1.0,1.0,-1.0,-1.0
5834,Amazon’s inability to deliver household staples has led the company to reduce sales of nonessential items and prioritize shipping to members of its $119-a-year Prime service,Amazon,1.0,1.0,-0.5,-0.5
5835,"Four Democratic U.S. senators, including Cory Booker and Bernie Sanders, sent a letter to Amazon chief executive Jeff Bezos expressing concern that the company isn’t doing enough to protect its warehouse workers from the coronavirus outbreak ",Amazon,1.0,1.0,-0.5,-1.0
5836,Amazon’s warehouse workers sound alarms about coronavirus spread ,Amazon,1.0,1.0,0.0,-0.5
5837,"After positive covid-19 tests at European warehouses, workers call on Amazon to close and clean warehouses and to adopt new rules that encourage employees to practice sanitary habits",Amazon,1.0,1.0,-0.5,-0.5
5841,Worker safety expert faced pressure to withdraw from conference panel after releasing report critical of a sponsor: Amazon ,Amazon,1.0,-1.0,0.0,0.0
5846,"MORE: Gov. Andrew Cuomo: ""To Purell and Mr. Amazon and Mr. eBay: If you continue the price gouging, we will introduce our product, which is superior to your product—and you don't even have the floral bouquet! So stop price gouging."" ",Amazon,0.0,1.0,0.0,0.0
5849,"In addition to the tens of thousands of offers removed due to price gouging, Amazon also says it blocked or removed more than 1 million products for suspect or misleading claims amid the COVID-19 outbreak.",Amazon,1.0,-1.0,0.0,-0.5
5851,CORONAVIRUS LATEST: Officials at Amazon said that one of the company's Seattle employees has contracted the coronavirus. ,Amazon,1.0,1.0,-0.5,-0.5
5855,"Amazon says it’s prioritizing household staples, medical supplies as it struggles with coronavirus orders ",Amazon,1.0,1.0,0.0,0.0
5857,"Focused on medical supplies and household staples, Amazon to stop accepting ""non-essential"" shipments from third-party sellers ",Amazon,1.0,1.0,0.0,0.0
5858,"Amazon said it will also temporarily raise pay by $2 an hour through the end of April for hourly employees who work at its warehouses, delivery centers and Whole Foods grocery stores",Amazon,1.0,1.0,0.0,0.0
5859,"Amazon had pulled their items along with thousands of other similar listings, while the Tennessee state attorney general sent a cease-and-desist letter ",Amazon,1.0,1.0,0.0,0.0
5860,"Gov. Andrew Cuomo unveiled the “NYS Clean” hand sanitizer today. “To Purell and Mr. Amazon and Mr. Ebay, if you continue the price gouging, we will introduce our product which is superior,” he said ",Amazon,0.0,1.0,0.0,0.0
5863,Here's everything new on Amazon Prime Video in March 2020,Amazon,0.0,1.0,0.0,0.0
5866,Amazon accused the Pentagon of seeking to manipulate its review of a huge cloud-computing deal in order to steer the award to rival Microsoft ,Amazon,1.0,1.0,0.0,0.0
5868,Amazon CEO Jeff Bezos spared himself $317 million in paper losses by selling $3.4 billion in the tech giant’s shares in early February,Amazon,1.0,0.5,-2.0,-2.0
5870,"Which companies are benefiting most from the confined U.S. consumer? Microsoft, Zoom and Amazon ",Amazon,1.0,0.0,1.0,1.0
5873,The talks highlight Amazon’s ambition to have other retailers adopt its technology—and the interest of retailers like Walmart and Target in modernizing their stores ,Amazon,1.0,1.0,0.0,0.0
5875,"Amazon’s Maria Renz, who worked directly for Jeff Bezos during her 20 years at the company, is leaving to join online lender SoFi",Amazon,1.0,1.0,0.0,0.0
5876,Amazon has struggled to curb falsely labeled protective gear and price-gouging by third-party sellers as anxious shoppers load up on supplies ,Amazon,1.0,-1.0,0.5,-0.5
5878,"Microsoft, Amazon and other tech companies are showing support for some limits on use of facial-recognition technology to protect business opportunities ",Amazon,1.0,1.0,0.0,0.0
5879,"Amazon is struggling to stamp out third-party sellers charging exorbitant prices for virus-killing cleaning supplies, hand sanitizer and other products in high demand amid coronavirus fears ",Amazon,1.0,-1.0,0.0,-0.5
5882,Exclusive: Amazon entices warehouse employees to grocery unit with higher pay ,Amazon,1.0,1.0,0.0,0.5
5885,Doctor working with Amazon tribe tests positive for coronavirus ,Amazon,0.0,-1.0,0.0,0.0
5898,UK in talks with Amazon over delivering coronavirus tests: FT ,Amazon,1.0,1.0,0.0,0.5
5900,Remember when Amazon's Jeff Bezos shared his top tips for budding entrepreneurs at a conference in Las Vegas ,Amazon,1.0,1.0,0.0,0.0
5901,Remember this? Amazon's Jeff Bezos shared some of the secrets behind his success at a conference in Las Vegas ,Amazon,1.0,1.0,0.0,0.0
5903,Exclusive: Amazon raises overtime pay for warehouse workers ,Amazon,1.0,1.0,0.0,0.5
5904,Throwback: Amazon's Jeff Bezos shares his top tips for budding entrepreneurs at a conference in Las Vegas ,Amazon,1.0,1.0,0.0,0.0
5907,U.S. senators question Amazon on coronavirus safety at warehouses ,Amazon,1.0,1.0,-0.5,-0.5
5908,India wants to set up an e-commerce regulator and force firms such as Amazon to swiftly turn over information sought by authorities. The rules may also apply to social media platforms whose revenue is linked to advertising ,Amazon,1.0,1.0,-0.5,-0.5
5910,Sellers' Amazon loans at risk as company limits warehouses to essential goods ,Amazon,1.0,1.0,-0.5,-0.5
5913,Amazon asks shoppers to cooperate with U.S. probe of third-party sellers ,Amazon,1.0,-1.0,0.0,0.0
5915,Amazon shuts New York delivery station after worker gets coronavirus ,Amazon,1.0,1.0,-0.5,-1.0
5916,Pressures on Amazon's staff in France unacceptable: minister ,Amazon,1.0,1.0,0.0,0.0
5918,French Amazon workers protest in coronavirus pushback ,Amazon,1.0,1.0,-0.5,-0.5
5920,"Amazon warehouses receive only vital supplies in U.S., Europe amid coronavirus ",Amazon,1.0,1.0,-0.5,-0.5
5929,Amazon tells staff globally to work from home if possible ,Amazon,1.0,1.0,0.0,0.0
5930,".@Reuters accompanied Brazilian and Peruvian police battling gangsters near the countries’ shared border in the remote Amazon, where there has been an explosion of cultivation and processing of coca, the plant used to produce cocaine ",Amazon,0.0,1.0,0.0,0.0
5933,"Amazon recommends New York, New Jersey employees work from home due to virus ",Amazon,1.0,1.0,0.0,0.0
5937,U.S. judge says Amazon likely to succeed in Defense cloud contract challenge ,Amazon,1.0,-1.0,0.5,0.5
5939,Amazon says working with state AGs to nab sellers engaged in price-gouging over coronavirus ,Amazon,1.0,-1.0,0.0,0.0
5942,$400 for Purell? U.S. lawmaker urges Amazon to tamp down price gouging,Amazon,1.0,1.0,-0.5,-0.5
5944,Amazon confirms first coronavirus case among U.S. employees ,Amazon,1.0,1.0,-0.5,-0.5
5954,One book reviewer has called Bookshop the “Rebel Alliance” to Amazon’s “Empire” ,Amazon,1.0,1.0,0.0,0.0
5955,.@Bookshop_Org can provide an alternative to Amazon for the 85% of local shops that do not have robust online divisions,Amazon,1.0,1.0,-0.5,-0.5
5958,"Health tech has attracted the attention of a panoply of private companies, including giants like Amazon and Apple ",Amazon,1.0,-1.0,0.0,0.0
5959,"US man who stockpiled 17,700 bottles of hand sanitiser to sell on Amazon investigated for price gouging",Amazon,0.0,1.0,0.0,0.0
5960,"An Amazon spokesperson has confirmed to CNN that at least one worker tested positive in both Kent, Washington, and Eastvale, California ",Amazon,1.0,1.0,-0.5,-0.5
5961,"Amazon employees plan to walk off the job on Monday to protest the company's decision to keep its Staten Island warehouse open, despite news of a confirmed case of coronavirus there last week. ",Amazon,1.0,0.5,-0.5,-0.5
5963,"Here's what's streaming on Netflix, Hulu and Amazon in April ",Amazon,0.0,1.0,0.0,0.0
5965,Amazon says it has removed more than half a million listings that it believes are engaging in price gouging during the coronavirus pandemic ,Amazon,1.0,1.0,0.0,0.0
5966,"Amazon has become a lifeline for many people desperate to buy household essentials while staying home amid the coronavirus outbreak, but some Amazon warehouse workers are plagued by anxiety that their jobs could put their lives, or their families, at risk ",Amazon,1.0,1.0,0.0,0.5
5967,Amazon is trying to make more room on its warehouse shelves for essential goods such as household and medical supplies to keep up with the insatiable demand driven by the coronavirus outbreak ,Amazon,1.0,1.0,0.0,0.0
5972,"The US Postal Service, FedEx, Amazon and UPS are all continuing to deliver packages despite the spread of coronavirus across the US. ",Amazon,1.0,1.0,0.0,0.0
5981,"Janitors cleaning Amazon's Seattle headquarters said a new disinfectant they were told to use made their eyes and skin burn. In San Francisco, janitors said they've been asked to clean offices without being told that people who had the virus worked there. ",Amazon,1.0,1.0,0.0,0.0
5982,"While millions of people search for products to protect themselves from the spread of the coronavirus, some sellers on Amazon are holding stockpiles of hand sanitizer and crucial respirator masks that many hospitals are now rationing ",Amazon,0.0,1.0,0.0,0.0
5986,"#CoronavirusUpdate | 92 new #Covid19 cases, 4 deaths in the last 24 hours: Luv Aggarwal, Union Health Ministry",LUV,0.0,-1.0,0.0,0.0
5995,"#Watch | ""Management of #COVID19 is being done at the highest level by central and state governments"": Luv Aggarwal, Joint Secretary, Health Ministry #CoronavirusOutbreak #coronavirusinindia #CoronavirusPandemic",LUV,0.0,1.0,0.0,0.0
5996,"#Watch | Luv Aggarwal, Joint Secretary, Health Ministry on breaking the chain of transmission of #coronavirus. #CoronavirusOutbreak #CoronavirusOutbreakindia #coronavirusindia #CoronavirusPandemic More on ",LUV,0.0,1.0,0.0,0.0
6001,".@OfficialMonstaX’s “ALL ABOUT LUV” ranked fifth on the Billboard 200 albums chart. The group sat down with TIME to discuss its first all-English album, with 11 sleek and smooth tracks",LUV,0.0,1.0,0.0,0.0
6002,Southwest Airlines chief compares drop in travel over coronavirus to 9/11,Southwest Airlines,1.0,-1.0,0.0,-1.0
6006,WATCH: A Southwest Airlines flight attendant beatboxes on the plane and gets applause from the passengers ,Southwest Airlines,1.0,0.5,0.0,0.0
6015,Biotech group Moderna smashed the record for the shortest time between identifying a virus and readying a vaccine to test in humans: 42 days. But it is just one of the more than 20 efforts under way to develop a coronavirus vaccine,Moderna,1.0,-1.0,0.5,0.5
6016,"Biotechnology company Moderna and U.S. National Institutes of Health plan to go ahead with human testing of a #coronavirus vaccine in Seattle, even as scientists debate risks of accelerating the process ",Moderna,1.0,-1.0,0.0,0.5
6024,GM confirms production of critical-care ventilators following Trump criticism ,GM,1.0,1.0,0.0,0.5
6025,"Trump criticizes GM, CEO Mary Barra for wanting 'top dollar' for producing ventilators ",GM,1.0,1.0,-1.0,-0.5
6035,Barra: GM's North American vehicle production safe from coronavirus until late March ,GM,1.0,1.0,0.0,0.0
6038,Trump invokes production law to compel GM to supply ventilators ,GM,1.0,1.0,0.0,0.0
6045,The DeAndre Hopkins trade leaves NFL players flummoxed by Texans GM Bill O’Brien ,GM,0.0,-1.0,0.0,0.0
6051,GM reaches settlement over lost vehicle value from defective ignition switches ,GM,1.0,1.0,0.0,-0.5
6052,GM accelerates 'Project V' to build ventilators in Indiana ,GM,1.0,1.0,0.0,0.5
6053,GM eyes building ventilators to fight coronavirus outbreak at its Indiana plant ,GM,1.0,-1.0,0.5,0.5
6067,"MGM halts its Vegas buffets amid the coronavirus outbreak, and others are doing the same ",MGM,1.0,1.0,-0.5,-1.0
6068,"The ""Grenade"" artist had been performing a limited Vegas residency at the Park Theater at Park MGM since 2016.",MGM,1.0,0.5,0.0,0.0
6071,CORONAVIRUS LATEST: ,MGM,1.0,0.0,-0.5,0.0
6076,Here are the S&P 500 stocks that have outperformed since the Feb. 20 peak $REGN $GILD $CPB $CLX $KR (via @TradingNation),GILD,1.0,1.0,0.0,0.0
6079,Forget FANG. Trader creates new stock acronym for coronavirus-fueled panic: 'It's always darkest before the DAWN' $DPZ $ATVI $WMT $NFLX (via @TradingNation),NFLX,1.0,1.0,0.0,0.0
6085,"A Christian organisation in Poland has launched an alternative to Netflix's video-on-demand service by streaming content that ""using the power of film, leads you to God"" ",Netflix,1.0,1.0,0.0,0.0
6086,"From setting up Netflix to checking pharmacies can deliver medication, here's how you can help the elderly prepare ",Netflix,0.0,1.0,0.0,0.0
6091,Star of 'bonkers' Netflix series Tiger King hits out at how the show portrayed her ,Netflix,0.0,-1.0,0.0,0.0
6095,"Netflix drama gets its mojo back with superb performances from Jason Bateman and Laura Linney Read our review of Ozark, season 3",Netflix,1.0,1.0,0.0,0.0
6110,The films and TV series to binge that you won’t find on Netflix ,Netflix,1.0,1.0,0.0,0.0
6116,Every movie and TV show being added to Netflix today ,Netflix,1.0,1.0,0.0,0.0
6117,Netflix to lower streaming quality to stop internet from collapsing ,Netflix,1.0,1.0,0.0,0.0
6120,There's a way to watch Netflix in total synchronicity and chat with friends while in self-isolation ,Netflix,1.0,1.0,0.0,0.0
6121,Netflix extension lets you watch and chat with friends while in self-isolation ,Netflix,1.0,1.0,0.0,0.0
6126,Mark Wahlberg’s new Netflix movie described as a ‘paint-by-numbers mess’ ,Netflix,1.0,1.0,0.0,0.0
6127,Why Netflix has become a graveyard for great shows ,Netflix,1.0,1.0,-0.5,-0.5
6131,"Grief, puberty, queerness, superpowers: Why Netflix’s I Am Not Okay With This is a coming-of-age drama with a difference. ",Netflix,1.0,0.5,0.0,0.0
6132,Why Netflix’s I Am Not Okay With This is a coming-of-age drama with a difference ,Netflix,1.0,0.5,0.0,0.0
