,text,search_term,label0
6290,"The video game adaptations of ""Sonic the Hedgehog"" and Netflix's ""The Witcher"" have enjoyed huge success in recent months. Now ""The Last of Us,"" one of the most critically acclaimed video games of all time, is getting the Hollywood treatment from HBO. ",Netflix,1
6291,"Becoming a major player in the reality TV genre not only allows for Netflix to continue to grow, but it also offers more variety for the more than 165 million subscribers worldwide, according to the company's VP of nonfiction series and comedy specials.",Netflix,1
6293,Here are a dozen movies currently streaming on Netflix that are worth your time ,Netflix,1
6294,"A new project called ""Love Is Quarantine"" aims to turn social distancing into a dating game, taking a cue from the Netflix reality-dating show “Love Is Blind"" ",Netflix,1
6295,"The former Manhattan prosecutor Linda Fairstein sued Netflix and the director Ava DuVernay on Wednesday, arguing that she was falsely portrayed as a “racist, unethical villain” in “When They See Us,” a series about the Central Park Five case ",Netflix,1
6296,"In Opinion @craftingmystyle writes about the Netflix show ""Love Is Blind"": ""It’s a show at odds with itself; the central question is flawed and the warp-speed execution is cynical. And yet somehow the cast, even in their lowest moments, seemed pure."" ",Netflix,1
6297,"In “Alive From New York” on Netflix, Pete Davidson's new comedy special, he captures a mood that’s increasingly common in modern comedy for a generation wracked by anxiety ",Netflix,0
6298,"“Queen Sono” is Netflix’s first script-to-screen commission from Africa, and it comes with the excitement of seeing something new (if it’s indeed new to you), @mikehalenyt writes",Netflix,1
6299,"Netflix is pausing scripted TV and film production in the US and Canada for two weeks due to government restrictions and health and safety precautions, a source says ",Netflix,1
6300,"JUST IN: New York Gov. Andrew Cuomo: ""There will be a moratorium on evictions, residential or commercial, for 90 days... I know that we're going to put people out of work with what I did, I want to make sure I don't put them out of their house.""",New Residential,0
6302,Vanguard’s $55bn fixed income ETF hit by price dislocation,Vanguard,1
6303,"From medics, community workers, to officials, members of the Communist Party of China play the vanguard roles in China's #coronavirus fight. #COVID19",Vanguard,0
6304,"Stocks making the biggest moves midday: Penn National Gaming, Red Robin, Starbucks, Domino's &amp; more ",PENN,1
6305,Actor Sean Penn says in op-ed that U.S. military should intervene in coronavirus fight ,PENN,0
6306,"The US military would be superb at fighting coronavirus. Let's use it, say Ann and Sean Penn of @COREResponseOrg ",PENN,0
6307,Yeshiva University beat Penn State Harrisburg 102-83 to reach the Sweet 16 of the NCAA Division III Tournament for the first time in the history of the Jewish Orthodox institution.,PENN,0
6309,AMC releases trailer for temporary Walking Dead finale which is delayed because of coronavirus ,AMC,1
6310,AMC CEO: Movie theaters need government aid 'right now' as screens go dark due to coronavirus ,AMC,1
6311,"AMC is limiting how many people can see a movie at one time, more theaters could be next ",AMC,1
6312,Norman Reedus on 10 years of 'The Walking Dead' and how Cher is his dream guest on AMC's 'Ride',AMC,1
6314,AMC Theatres cutting capacity by at least 50% due to COVID-19.,AMC,1
6317,"Beginning Saturday through April 30, AMC Theatres will cap ticket sales for each of its auditoriums to an amount equal to 50% of the normal seating capacity",AMC,1
6322,"The race for 5G networks is on between Ericsson, Nokia and Huawei as the U.S. urges its allies to exclude the Chinese company",Nokia,1
6324,Nokia draws $560 million R&amp;D loan for 5G,Nokia,1
6325,"Nokia says Alcatel compliance review ongoing, risks limited ",Nokia,1
6327,Finland's Nokia enters 5G partnership with Marvell Technology,Nokia,1
6333,"New for subscribers: Here are Friday's biggest analyst calls of the day: Lyft, Chipotle, BJ's &amp; more ",LYFT,1
6334,"New for subscribers: JPMorgan calls Lyft 'extremely compelling at current levels,' with little risk from coronavirus ",LYFT,1
6336,Lyft advises San Francisco employees to go home after coronavirus concerns ,LYFT,1
6348,"Lyft drivers can join new delivery service, founders donate salaries ",LYFT,1
6350,"Lyft offers drivers to sign up for delivery services, founders donate salaries during coronavirus ",LYFT,1
6353,Coronavirus is not impacting ride-hailing demand: Lyft CFO ,LYFT,1
6356,A Lyft driver in San Francisco whose payout has plunged by half wondered: “What am I going to do to pump gas and feed my kids tomorrow?” ,LYFT,1
6359,"Lashana Lynch, who plays new spy Nomi said she would feel ""uncomfortable"" playing a ""Bond Girl"" ",SPY,0
6360,Virtual key may let police spy on web messages ,SPY,0
6361,German intelligence services to spy on extremist wing of far-right AfD party ,SPY,0
6362,Big Tech teams up with White House to battle Covid-19 – and spy on us all,SPY,0
6363,"The SPY ETF plummeted 9% in the premarket, signaling that a “circuit breaker” will be triggered shortly after the regular session starts. $SPY",SPY,1
6364,Former Secret Service Special Agent and @BravoTV Spy Games Assessor @EvyPoumpouras took the pledge to get invested in her physical health. You can get invested too at ,SPY,0
6365,The strike that killed Iran's top general was so secret even U.S. spy satellites were kept in the dark ,SPY,0
6366,Ken McCallum: MI5 appoints spy who led Skripal poisoning response as chief,SPY,0
6367,Putin: A Russian Spy Story review – 'schoolyard thug' who became an unstoppable leader ,SPY,0
6368,Woman in Russian 'sex spy' scandal fights deportation from Canada ,SPY,0
6369,"""Aim was to improve services, not spy"": Centre denies call surveillance ",SPY,0
6370,Perspective: The CIA rigged foreign spy devices for years. What secrets should it share now? ,SPY,0
6372,A Senate bill requiring 5G security review reflects concerns that foreign countries could spy on data flowing through U.S. telecom networks,SPY,0
6374,Ex-Venezuelan spy chief Carvajal discussing surrender with US authorities: sources ,SPY,0
6376,Congolese president says army spy chief died by hanging ,SPY,0
6377,Germany to spy on AfD's extreme Flügel faction ,SPY,0
6379,Nike to close stores across three continents ,Nike,1
6381,"Uighur Muslims sent to work in Chinese factory that supplies Nike, report finds ",Nike,1
6383,Nike learned a lesson in China: Some want to sweat away their coronavirus stress ,Nike,1
6385,"Stocks making the biggest moves after hours: Nike, Square, Boeing &amp; more ",Nike,1
6386,"Nike sales beat analysts' estimates, but earnings fall, hurt by coronavirus pandemic ",Nike,1
6387,Nike earnings: Here's what to watch as coronavirus outbreak worsens (via @TradingNation),Nike,1
6391,Nike is closing all of its stores in the US because of the coronavirus outbreak ,Nike,1
6395,"Nike, Under Armour taking hits from coronavirus outbreak amid NBA cancellation, shares fall ",Nike,1
6399,Nike chief predicts worst of virus crisis over in ‘near future’ ,Nike,1
6400,Nike to review supply chains in China after reports Uighurs forced to make shoes ,Nike,1
6402,China compels Uighurs to work in shoe factory that supplies Nike ,Nike,1
6405,"Nike's revenue beats as North America, Europe offset China sales drop ",Nike,1
6406,Adidas joins Nike in announcing store closures over coronavirus ,Nike,1
6422,"India's health ministry said in a statement that all existing visas will ""stand suspended"" until April 15.",Visa,0
6424,Home Office to extend visas of foreign nationals unable to return home due to coronavirus ,Visa,0
6425,Home Office says foreign nationals who cannot return home can extend visas ,Visa,0
6426,Bribing with visas? ,Visa,0
6428,US embassies and consulates to cancel all routine visa appointments in most countries over #coronavirus #BREAKINGonRT ,Visa,0
6429,"Switzerland expands border controls, stops issuing visas #coronavirus ",Visa,0
6431,Two million temporary visa holders in Australia left in limbo by coronavirus travel standstill ,Visa,0
6432,"China reports one new local coronavirus case in three days, bars foreigners even with visas ",Visa,0
6434,India temporarily suspends almost all visas to stop coronavirus spread ,Visa,0
6437,We follow one of the last Syrian refugee families to be granted a US visa before Trump's travel ban began in 2017,Visa,0
6439,Morrison government urged to help temporary visa holders 'trapped' in Australia ,Visa,0
6441,Keneally says surge in visitors on tourist visas claiming asylum exposes 'dire' system ,Visa,0
6442,"US State Dept.: ""In response to significant worldwide challenges related to the COVID-19 pandemic, the Department of State is temporarily suspending routine visa services at all U.S. Embassies and Consulates.""",Visa,0
6443,The US has stopped conducting visa interviews for temporary farmworkers from Mexico who want to work in the US. ,Visa,0
6444,"All 65,000 H-1B work visas for 2021 taken, says US.",Visa,0
6447,Centre extends visas of foreigners in India till April 15 amid #coronavirus scare.,Visa,0
6448,"Who's allowed, who's not? FAQs on Indian visa restrictions over #coronavirus. ",Visa,0
6449,US suspends routine visa services due to #CoronavirusOutbreak ,Visa,0
6450,#CoronavirusOutbreak | Live updates: US embassy in India cancels all visa appointments from March 16,Visa,0
6451,#JustIn | Immigrant and non-immigrant visa appointments from March 16 onward cancelled: US Embassy &amp; Consulates in India. #COVID19 #CoronavirusPandemic #coronavirus More here,Visa,0
6452,"#CoronaviruaUpdate | India-Bangladesh passenger buses/trains to remain suspended till April 15. Along India-Nepal border 4 check posts to remain open. For Bhutan and Nepal nationals visa-free entry to continue: Anil Malik, Home Ministry More on",Visa,0
6453,"#CoronavirusUpdate | ""All non-essential travel visas suspended till April 15. If required we will review the situation before 15th"": Civil Aviation Minister Hardeep Puri to NDTV. More here",Visa,0
6454,Foreign media on India's move to suspend visas to contain #coronavirus. ,Visa,0
6455,"Visa bans due to #coronavirus likely to take tourism to ""all time low"". Read more here: ",Visa,0
6458,"Watch | ""We will do whatever we must to check spread of #coronavirus"": Foreign Minister #SJaishankar on visa restrictions amid #coronavirus outbreak",Visa,0
6461,India Suspends All Tourist Visas Till April 15 Over Coronavirus: 10 Facts,Visa,0
6462,India suspends all tourist visas till April 15 over #coronavirus. Here are the top developments at this hour. More here,Visa,0
6463,#Coronavirus impact: visas to India suspended till April 15.,Visa,0
6464,"#Coronavirus outbreak | Centre issues revised travel advisory; all visas, except diplomatic, official, UN/international organisations, employment, project, suspended till April 15.",Visa,0
6465,"India suspends visas for nationals of France, Germany, Spain. ",Visa,0
6467,Indian on student visa in US faces 10 years in jail for having sex with minor.,Visa,0
6469,"Update: #Coronavirus watch, March 29: -U.S.: Trump gives up quarantine on New York -South Korea: to quarantine all entrants from overseas -Canada: PM's wife gets ""all clear"" -Laos: Chinese experts arrive -Myanmar: suspends all types of visas Read more:",Visa,0
6470,Here's our latest Asia-Pacific #COVID19 news pack:,Visa,0
6473,"Suspension of visa processing for Mexican seasonal workers hits U.S. farms, fisheries ",Visa,0
6474,U.S. Embassy branch in Tel Aviv isolates some staffers after virus-positive visitor to visa office ,Visa,0
6475,India suspends all existing visas in a drastic move to stop virus spread ,Visa,0
6477,"The State Department said it would stop processing most visas for U.S. entry in its offices across Mexico, including visas for seasonal workers, visitors and people looking to immigrate, in response to the coronavirus pandemic ",Visa,0
6478,"The Trump administration said it is making an additional 35,000 seasonal guest-worker visas available this year ahead of the busy summer season, the largest increase since Trump took office",Visa,0
6479,"The Trump administration will make 35,000 additional seasonal worker H-2B visas available for the summer",Visa,0
6480,Visa transaction volumes hurt as coronavirus crisis deepens ,Visa,0
6481,"As confusion reigns about new visa rules amid the coronavirus pandemic, farm workers are stuck in Mexico unable to secure visas ",Visa,0
6482,Trapped in paradise: Tourists stranded by virus seek visa extensions ,Visa,0
6483,"Vietnam expands foreign visa ban, 85 coronavirus cases in country",Visa,0
6484,"U.S. is suspending all routine visa services as of Wednesday in most countries worldwide due to the coronavirus outbreak, a spokeswoman for the State Department said ",Visa,0
6485,U.S. seeks option to allow Mexico guest workers on farms as visas slowed ,Visa,0
6486,U.S. suspending visa services worldwide due to coronavirus - State Department ,Visa,0
6489,"U.S. limits Mexico guest worker visas, sends farmers scrambling ",Visa,0
6491,Vietnam to halt issue of new visas for all foreign nationals to curb the spread of coronavirus ,Visa,0
6493,"Millions of jobs in travel and tourism are at risk due to #coronavirus, a leading body has said, calling on governments to cut travel taxes, simplify visas and introduce incentives as soon as the virus is under control ",Visa,0
6494,"India cancels all tourist visas, closes Myanmar border as regional coronavirus cases rise ",Visa,0
6495,Thailand restricts visitor visas to limit virus spread ,Visa,0
6497,Vietnam suspends visa-free travel for 8 European countries over coronavirus concerns,Visa,0
6498,"Japan to suspend visas for Chinese, South Korean visitors, quarantine them ",Visa,0
6499,"Visa may not literally be ""everywhere you want to be"", but it is close ",Visa,0
6501,"Before covid-19, Visa's revenues grew by around 10% a year, reaching $23bn in 2019",Visa,1
6502,"The American firm now connects more than 61m merchants to 3.4bn Visa-branded cards, nearly one for every two people on Earth",Visa,0
6503,"Visa's market capitalisation is an eye-popping $291bn. In the longer term, the firm faces three threats",Visa,1
6504,Investors view Visa as more resilient than Wall Street. How did a mere cog in the system end up at the top? ,Visa,1
6505,"The number of outstanding visa forms in America, at 5.7m, is at its highest level ever",Visa,0
6507,"Wait times for almost all kinds of visas, permits and renewals have shot up in America under the Trump administration ",Visa,0
6510,"The Trump administration is making an additional 35,000 temporary worker visas available this year, the Department of Homeland Security announced. The H-2B visa allows employers to bring foreign workers to the US for temporary non-agricultural jobs.",Visa,0
6512,"China has announced that it is suspending practically all entry to the country by foreigners, even those with Chinese residency or visas ",Visa,0
6513,"The coronavirus outbreak has brought a feeling of chaos on campuses across the U.S. Low-income students wondered whether they could afford to go home. International students had questions about their visas, which usually did not permit online learning. ",Visa,0
6514,"Siri, define “scapegoat.” ",SIRI,0
6517,Warren Buffett's investment company Berkshire Hathaway has decided not to invest $4 billion in a liquefied natural gas plant by Quebec's Port of Saguenay.,Berkshire Hathaway,1
6518,Warren Buffett announced earlier today that Berkshire Hathaway’s annual shareholder’s meeting will not be held with shareholders present. ,Berkshire Hathaway,1
6520,Bill Gates is leaving the boards of Microsoft and Berkshire Hathaway to spend more time with his foundation ,Berkshire Hathaway,1
6521,Berkshire Hathaway makes annual meeting purely virtual ,Berkshire Hathaway,1
6522,Coronavirus leads Warren Buffett to mull changes to Berkshire Hathaway shareholder weekend: Omaha mayor ,Berkshire Hathaway,1
6523,Warren Buffett prefers waiting to start of April to assess Berkshire Hathaway annual meeting: Omaha mayor ,Berkshire Hathaway,1
6526,Berkshire Hathaway has America Inc’s oldest board ,Berkshire Hathaway,1
6527,"Ken Chenault, a former boss of American Express, will succeed Bill Gates on Berkshire Hathaway's ancient board ",Berkshire Hathaway,1
6528,"Ken Chenault, a 68-year-old who will succeed Bill Gates on the board, is as close to fresh blood as Berkshire Hathaway can get",Berkshire Hathaway,1
6529,"At Berkshire Hathaway, it's an old board's club ",Berkshire Hathaway,1
6530,Berkshire Hathaway's ancient boardroom includes three nonagenarians ,Berkshire Hathaway,1
6531,Berkshire Hathaway earned a net income of $81.4bn in 2019—making it the second most profitable company in the world,Berkshire Hathaway,1
6535,"Cut the guy some slack, he is just hoarding #paper like the majority of Americans do right now. It’s just a different kind of paper",Slack,0
6536,"CEO of multibillion-dollar company Slack to employees amid coronavirus: ""Don't stress about work."" (via @CNBCMakeIt)",Slack,1
6541,"How not to sound like a jerk (and communicate effectively) over Slack and email, according to a linguistics expert. (via @CNBCMakeIt)",Slack,0
6543,"As companies implement social distancing measures amid the coronavirus outbreak, Slack CEO Stewart Butterfield says there could be a “lasting effect” on businesses. ",Slack,1
6544,"Stocks making the biggest moves after hours: Slack, Gap, Broadcom &amp; more ",Slack,1
6545,Slack stock tanks 20% after hours on weak guidance,Slack,1
6546,"""I think we need to cut travel companies and airlines a little bit of slack at the moment."" Travel expert Nick Trend says customers who get their flights cancelled because of #coronavirus are ""legally entitled"" to a refund. #AskSkyNews ",Slack,0
6547,Slack shares slide as it damps investors’ WFH enthusiasm ,Slack,1
6548,Bad Wi-Fi? Slack overload? Video-chat hell? Try these tips to ease some of your WFH woes. ,Slack,0
6549,Workers are outing dish-shirkers on Slack. Kitchen signs snowball. The office dish wars are on. ,Slack,0
6550,"Remote work during coronavirus outbreak puts millions more on Microsoft Teams, Slack ",Slack,1
6551,"Slack shares slump on full-year billings forecast, jump in expenses ",Slack,1
6552,"Remote workers do not slack off, as some managers fear ",Slack,0
6554,Wetherspoons to start selling Beyond Meat vegan burgers ,Beyond Meat,1
6556,"New for subscribers: Here are Wednesday's analyst calls of the day: Chipotle, Morgan Stanley, Target, Beyond Meat &amp; more ",Beyond Meat,1
6560,"ICYMI: Beyond Meat said deals with retailers and restaurants boosted its fourth-quarter sales, but the company reported a small loss during the period while analysts had expected a small profit ",Beyond Meat,1
6561,"WATCH: Beyond Meat missed quarterly earnings expectations due to higher costs and said Seth Goldman would step down as executive chairman, sending shares down in after-hours trade ",Beyond Meat,1
6562,ICYMI: Beyond Meat said its fourth-quarter sales tripled but shares fell in after-hours trading as the company missed earnings expectations and announced that its executive chairman will resign ,Beyond Meat,1
6563,ICYMI: Beyond Meat missed earnings expectations due to higher costs even though fourth-quarter sales tripled for the plant-based meat company ,Beyond Meat,1
6567,"Pfizer and Germany’s BioNTech announce they are partnering on a coronavirus vaccine, as key biotech players race to develop an immunization against COVID-19.",Pfizer,1
6568,Pfizer tells all its salespeople they must work remotely ,Pfizer,1
6569,Mylan offers concessions to address EU concerns about Pfizer deal ,Pfizer,1
6571,"Pfizer puts off investor day, reports two late-stage study results in advance ",Pfizer,1
6572,"Pfizer, BioNTech to co-develop potential coronavirus vaccine ",Pfizer,1
6574,Pfizer weighs working with BioNTech on potential coronavirus vaccine: R&amp;D head ,Pfizer,1
6578,“It was a very narrow needle hole to thread.” Occidental Petroleum made a $38 billion on shale. Then the coronavirus struck.,Occidental Petroleum,1
6579,Occidental Petroleum is nearing a truce with activist investor Carl Icahn that would end one of the highest-profile corporate clashes of the past year ,Occidental Petroleum,1
6581,Carl Icahn lifts stake in Occidental Petroleum to nearly 10%: WSJ,Occidental Petroleum,1
6583,"Shell pulls out of U.S. Lake Charles LNG project, Energy Transfer delays FID ",Energy Transfer,0
6584,"Animal Crossing: New Horizons review: Nintendo's hotly anticipated sequel is sweet, innocuous fun ",Nintendo,1
6586,"Nintendo down: Switch consoles offline as ""all network services"" suffer outage ",Nintendo,1
6587,When and how to watch the next Nintendo Indie World Showcase online ,Nintendo,1
6588,The 'Animal Crossing: New Horizons' Nintendo Switch console has been released today ,Nintendo,1
6589,When and how to download the 'Pokémon Mystery Dungeon' remake for Nintendo Switch ,Nintendo,1
6590,Xbox Live and Nintendo Online collapse under increased demand ,Nintendo,1
6591,"Nintendo explains philosophy behind Animal Crossing’s big changes, like gender expression and terraforming ",Nintendo,1
6592,Nintendo of America sends home workers after employee tests positive for coronavirus ,Nintendo,1
6593,10 open-world games we want for Nintendo Switch,Nintendo,1
6596,"The Nintendo Play Station, perhaps the last copy of a video game console that never came to market, sold for $360,000 at auction.",Nintendo,1
6597, Video chat service Zoom used by US workers and students promises to not sell data ,Zoom,1
6598,Zoom responds to concerns over privacy ,Zoom,1
6599,"Best games to play over video chat on Zoom, Houseparty and FaceTime ",Zoom,0
6601,Walmart selling more shirts than trousers as people gear up for Zoom and Skype calls ,Zoom,1
6602,Zoom video chat app faces questions over privacy ,Zoom,1
6609,Trolls exploit Zoom privacy settings as app gains popularity ,Zoom,1
6610,Here's how to host a video call on Zoom and a few tricks to use it like a pro. ,Zoom,0
6611,"Shedding tears, negotiating refunds and Zoom weddings: Getting married in the age of coronavirus ",Zoom,1
6618,"Stock market live updates: Zoom Video rose more than 19% this morning, hitting a new intraday all-time high and on pace for its 6th straight positive day and its best day since June 7th.",Zoom,1
6619,Why Zoom has become the darling of remote workers and is so busy during COVID-19 outbreak,Zoom,1
6620,"As Silicon Valley shelters in place, execs navigate barking dogs, screaming kids and Zoom calls ",Zoom,0
6621,Zoom CFO explains how the company is grappling with increased demand ,Zoom,1
6622,"Cisco says Webex is seeing record usage during coronavirus expansion, just like Zoom ",Zoom,1
6623,"New for subscribers: Zoom is 'leading the shift to a more virtual work paradigm,' Needham says ",Zoom,1
6625,"Stocks making the biggest moves after hours: American Eagle, Zoom, Marvell &amp; more ",Zoom,1
6626,Zoom falls sharply despite earnings beat ,Zoom,1
6627,"FBI warns of ""Zoom-bombing,"" where hackers hijack video conferences after two schools affected ",Zoom,0
6629,Students are targeting Google Zoom and Classroom with bad reviews to end homework during coronavirus outbreak ,Zoom,0
6630,How to use Zoom while we're trapped at home for online classes and meetings ,Zoom,0
6631,"Elsewhere in Rome, house-bound Italians work remotely, provide smartphone-supported school lessons to their children, and enjoy rooftop yoga sessions on Zoom. But what about the Roma families who scrape by on meagre, hand-to-mouth earnings? ",Zoom,1
6632,Zoom has been downloaded more than 50 million times on the Google app store alone in recent weeks as coronavirus lockdowns happen worldwide. But how safe is it?,Zoom,1
6635,"In this coronavirus era, colleagues are set to glimpse a different side to their colleagues and clients as video calls via Zoom, Skype, Google hangouts and the like, peer into their homes. ",Zoom,1
6636,"Zoom chief Eric Yuan, the new king of remote working ",Zoom,1
6641,"Here are a few reasons you may want to convert those chats into ""dates,"" via FaceTime, Skype or Zoom. ",Zoom,1
6643,"On my fifth day of self-isolation, I joined a yoga class on Zoom. I’d heard about it through Instagram and paid for it on Venmo. ",Zoom,1
6645,.@ReutersGraphics tracks the spread of the highly contagious coronavirus in the U.S. Search by county to zoom in on the map: ,Zoom,0
6646,"NFL legend Peyton Manning surprised students last week by joining an online Zoom class at his alma mater, the University of Tennessee. ""I'm sorry, Dr. Haas,"" he said. ""It's been a while. It's been at least since 1996 or '97 since I've been in a class.""",Zoom,1
6647,"As the coronavirus pandemic has forced millions to stay in their homes, Zoom has emerged as the go-to service for not only virtual meetings and classroom lessons but happy hours, costume parties, church services, brunches, book clubs and romantic dates. ",Zoom,1
6648,"Zoom has become the default social platform for millions of people looking to connect while practicing social distancing during the new coronavirus pandemic. But internet trolls are under quarantine, too, and they’re looking for Zooms to disrupt. ",Zoom,1
6649,Chipotle had to end a public Zoom chat this week after someone broadcasted porn to its attendees. This is what happens when trolls come to an app that's seen a sharp rise in users during the coronavirus pandemic. Zoombombing. ,Zoom,1
6651,IBM's Watson AI now understands idioms after 'sentiment' update ,IBM,1
6652,IBM and White House to deploy supercomputer power to fight coronavirus outbreak ,IBM,1
6653,"“The amount of work that will be done in a remote sense is absolutely going to change.” Here’s how IBM CEO Ginni Rometty says that the coronavirus outbreak will impact 5G, education and tech jobs.",IBM,1
6654,The government and tech companies including IBM and Google are teaming up to give free access to at least 16 supercomputers to promising researchers,IBM,1
6655,#QuantumMind: Scientists @IBM are already working on outsmarting the next generation of quantum computers ,IBM,1
6657,IBM has announced an initiative to increase access to high performance computing for groups researching and fighting the novel coronavirus ,IBM,1
6659,"Summit, IBM's supercomputer, ran thousands of simulations to analyze which drug compounds might effectively stop the coronavirus from infecting host cells. The supercomputer identified 77. It's a promising step toward creating the most effective vaccine.",IBM,1
6660,"Summit, IBM's supercomputer equipped with the ""brain of AI,"" ran thousands of simulations to analyze which drug compounds might effectively stop the coronavirus from infecting host cells. The supercomputer identified 77, a step toward finding a vaccine.",IBM,1
6661,IBM is commercializing a new technology that makes it easier for computers to understand human communication ,IBM,1
6664,'Unfixable' security vulnerability discovered in Intel chipsets released over the last five years ,Intel,1
6665,"The U.S. envoy to Germany will step down when the Senate confirms a permanent national intel director, the W.H. said. ",Intel,0
6666,Man sent to judicial custody till March 24 in intel staff's murder case.,Intel,1
6667,Suspended AAP leader Tahir Hussain arrested in intel officer murder case. ,Intel,0
6668,5 more arrested for intel officer's murder during Delhi violence.,Intel,0
6669,Delhi man Salman sent to 4-day police custody in intel staff murder case.,Intel,0
6670,Aam Aadmi Party leader Durgesh Pathak assures help to family of intel staff killed in #Delhi clashes. ,Intel,0
6671,#DelhiViolence: Man arrested in connection with intel employee's murder. ,Intel,1
6672,Hope to find clue from footages: Amit Shah on intel staff's murder. ,Intel,0
6673,Suspended AAP Leader Tahir Hussain Faces Arrest For Intel Man's Murder ,Intel,1
6674,"Charged in intel man's murder, suspended AAP leader in court to surrender. ",Intel,0
6677,U.S. intel reports from January and February warned about a likely pandemic ,Intel,0
6678,Intel's new system mimics the way the human brain works to perform computations faster ,Intel,1
6679,Intel says flawed EU antitrust decision underpins $1.2 billion fine,Intel,1
6680,Iran says IAEA case for inspecting sites based on fake Israeli intel ,Intel,0
6684,"Walmart Canada says employees are working around the clock to replenish shelves and deal with increased demand, but the company needs more help. ",Walmart,1
6687,"Walmart to pay nearly $550 million in staff bonuses and hire 150,000 new people amid coronavirus crisis",Walmart,1
6688,"Target and Walmart aren’t protecting staff amid pandemic, workers say ",Walmart,1
6689,"Kroger, Walmart have already hired tens of thousands of new employees ",Walmart,1
6692,"As Walmart, CVS, Domino's and other companies race to keep up with demand, they have a new challenge: How to hire during a global pandemic ",Walmart,1
6693,"As demand for coronavirus testing grows, CVS and Walmart start opening drive-up sites for first responders ",Walmart,1
6695,"The Fed is expected to buy $107 billion in securities, California's governor issued a statewide order to stay at home, and Walmart says it will pay cash bonuses to hourly associates. The state of coronavirus today",Walmart,1
6697,Walmart says it will pay special cash bonuses to hourly associates for working during the coronavirus pandemic. ,Walmart,1
6698,Walmart announces special cash bonuses for hourly associates during 'national health crisis' ,Walmart,1
6699,"Grocers including Stop & Shop, Target, Whole Foods and Walmart now have special shopping times for seniors and other at-risk customers. Here's how they work. ",Walmart,1
6700,Walmart makes run to all-time highs amid coronavirus market plunge ,Walmart,1
6701,Walmart is seeing its best month in years even as trading remains volatile. (via @TradingNation),Walmart,1
6706,"Walmart reduces hours at all US stores to keep up with stocking groceries, household goods ",Walmart,1
6707,"Walmart employs more people than any other company in the world, but it has less than 25,000 high school employees. Here’s why Walmart is going out of its way to hire more teens.",Walmart,1
6709,If you're a regular Walmart shopper you may want to consider opening one of the store’s credit cards to maximize your savings. ,Walmart,1
6712,Walmart deploys new emergency leave policy after Kentucky associate tests positive for coronavirus ,Walmart,1
6713,"Stocks making the biggest moves midday: Diamondback Energy, Walmart, Twitter and more ",Walmart,1
6714,Walmart's shares up as coronavirus rattles Wall Street ,Walmart,1
6720,Texas man who filmed himself licking Blue Bell ice cream inside Walmart store jailed ,Walmart,1
6722,"A man suspected of shoplifting at a Walmart in Georgia led officers on this chase while driving a truck. For the latest videos, head here: ",Walmart,1
6726,"“There will be people who die who work at Walmart because of this policy,"" one worker advocate said. ",Walmart,1
6727,"Business on top, pajamas underneath: Walmart is selling work shirts, but not so many pants ",Walmart,1
6728,"Walmart issuing cash bonuses to hourly workers, hiring another 150,000 employees",Walmart,1
6730,"Walmart, Amazon and CVS are among about a dozen large companies looking to hire nearly 500,000 Americans in coming weeks",Walmart,1
6731,"California orders the largest lockdown in the U.S., a stimulus package calls for taxpayers to receive up to $1,200, and Walmart will hire 150,000 temporary staffers in response to a surge in demand for groceries #WSJWhatsNow",Walmart,1
6734,Walmart and Verizon are in talks to outfit the retailer’s stores with antennas and other equipment to create 5G wireless service,Walmart,1
6741,Walmart ups minimum wage in e-commerce warehouses by $2 as orders surge on virus worries,Walmart,1
6743,"Some 35,000 elderly Mexicans, most between 60 and 74, pack groceries at Walmart and other chains through a government-backed volunteer program, earning just tips. The program, which has already been criticized by labor activists, is coming under renewed scrutiny 2/3",Walmart,1
6744,"Grocers including Walmart de Mexico are under pressure to pull tens of thousands of elderly workers who pack checkout bags from stores, as concerns grow about their vulnerability to coronavirus in the period of panic buying ",Walmart,1
6745,Mexico's oldest workers brave coronavirus to bag groceries at Walmart ,Walmart,1
6746,"Walmart to hire 150,000 workers as shoppers surge on coronavirus fears",Walmart,1
6748,"Google, Walmart join U.S. effort to speed up coronavirus testing ",Walmart,1
6751,"""It's like having Black Friday day after day after day,"" says Walmart Exec. VP Dan Bartlett on the traffic in stores amid the coronavirus pandemic. ""We've seen an enormous amount of pressure on the system... We've reached a new normal with regards to the supply chain,"" he adds. ",Walmart,1
6752,"With more and more people working from home, Walmart has picked up on an interesting trend: Shirts have seen an increase in sales, while pants haven't. The reason? Teleworking. ",Walmart,1
6757,"Walmart plans to hire 150,000 temporary workers by the end of May to work in stores, clubs, distribution centers and fulfillment centers.",Walmart,1
6758,"Walmart, the largest retailer in America, is shortening its hours even further as the coronavirus pandemic -- and demand for necessities -- escalates. Beginning today, many of Walmart's 4,700 US stores will be open 7 a.m. to 8:30 p.m. until further notice.",Walmart,1
6760,Walmart and the Walmart Foundation have committed $25 million to support organizations responding to the coronavirus outbreak,Walmart,1
6761,"Store workers at Walmart, the nation's largest retailer, are grappling with an unnerving challenge: keeping shelves stocked and giant supercenters operating smoothly while trying to stay safe from a frightening pandemic. ",Walmart,1
6762,"Beginning Sunday, all of Walmart's more than 4,700 US stores will be open from 6 am to 11 pm until further notice. The company said the shortened hours will help employees restock shelves overnight and clean stores",Walmart,1
